exchange,stock_symbol,date,stock_price_open,stock_price_high,stock_price_low,stock_price_close,stock_volume,stock_price_adj_close
NASDAQ,DYAX,2008-02-19,3.95,4.10,3.95,4.00,177900,4.00
NASDAQ,DYAX,2008-02-15,4.12,4.12,3.90,3.91,191700,3.91
NASDAQ,DYAX,2008-02-14,4.19,4.19,4.00,4.10,191700,4.10
NASDAQ,DYAX,2008-02-13,4.20,4.30,4.03,4.15,280800,4.15
NASDAQ,DYAX,2008-02-12,3.92,4.58,3.91,4.30,1302700,4.30
NASDAQ,DYAX,2008-02-11,3.38,3.65,3.38,3.56,110400,3.56
NASDAQ,DYAX,2008-02-08,3.45,3.45,3.34,3.35,83300,3.35
NASDAQ,DYAX,2008-02-07,3.49,3.49,3.34,3.42,80500,3.42
NASDAQ,DYAX,2008-02-06,3.41,3.50,3.31,3.46,119900,3.46
NASDAQ,DYAX,2008-02-05,3.45,3.45,3.27,3.37,126500,3.37
NASDAQ,DYAX,2008-02-04,3.44,3.48,3.35,3.44,70600,3.44
NASDAQ,DYAX,2008-02-01,3.41,3.49,3.26,3.47,129000,3.47
NASDAQ,DYAX,2008-01-31,3.29,3.43,3.25,3.37,147600,3.37
NASDAQ,DYAX,2008-01-30,3.40,3.55,3.15,3.33,235000,3.33
NASDAQ,DYAX,2008-01-29,3.43,3.46,3.36,3.44,95400,3.44
NASDAQ,DYAX,2008-01-28,3.47,3.61,3.39,3.39,91200,3.39
NASDAQ,DYAX,2008-01-25,3.51,3.60,3.45,3.50,128700,3.50
NASDAQ,DYAX,2008-01-24,3.65,3.76,3.49,3.53,74600,3.53
NASDAQ,DYAX,2008-01-23,3.43,3.65,3.40,3.61,170000,3.61
NASDAQ,DYAX,2008-01-22,3.38,3.65,3.38,3.53,114600,3.53
NASDAQ,DYAX,2008-01-18,3.51,3.66,3.49,3.64,170100,3.64
NASDAQ,DYAX,2008-01-17,3.48,3.56,3.48,3.53,170500,3.53
NASDAQ,DYAX,2008-01-16,3.55,3.55,3.50,3.51,89600,3.51
NASDAQ,DYAX,2008-01-15,3.61,3.74,3.51,3.59,164400,3.59
NASDAQ,DYAX,2008-01-14,3.60,3.75,3.60,3.65,193600,3.65
NASDAQ,DYAX,2008-01-11,3.57,3.87,3.55,3.61,270500,3.61
NASDAQ,DYAX,2008-01-10,3.48,3.54,3.31,3.47,201400,3.47
NASDAQ,DYAX,2008-01-09,3.55,3.55,3.33,3.39,199100,3.39
NASDAQ,DYAX,2008-01-08,3.55,3.59,3.48,3.54,122400,3.54
NASDAQ,DYAX,2008-01-07,3.51,3.57,3.48,3.52,111100,3.52
NASDAQ,DYAX,2008-01-04,3.57,3.59,3.51,3.55,68000,3.55
NASDAQ,DYAX,2008-01-03,3.51,3.60,3.51,3.58,95500,3.58
NASDAQ,DYAX,2008-01-02,3.63,3.73,3.50,3.61,90600,3.61
NASDAQ,DYAX,2007-12-31,3.60,3.74,3.56,3.66,142400,3.66
NASDAQ,DYAX,2007-12-28,3.45,3.64,3.45,3.59,162100,3.59
NASDAQ,DYAX,2007-12-27,3.68,3.68,3.42,3.47,130100,3.47
NASDAQ,DYAX,2007-12-26,3.63,3.68,3.41,3.68,230300,3.68
NASDAQ,DYAX,2007-12-24,3.77,3.82,3.43,3.73,188800,3.73
NASDAQ,DYAX,2007-12-21,3.77,3.85,3.56,3.80,225400,3.80
NASDAQ,DYAX,2007-12-20,3.74,3.80,3.65,3.80,88600,3.80
NASDAQ,DYAX,2007-12-19,3.81,3.81,3.70,3.72,147000,3.72
NASDAQ,DYAX,2007-12-18,3.90,3.90,3.72,3.78,100300,3.78
NASDAQ,DYAX,2007-12-17,3.76,3.91,3.58,3.89,242800,3.89
NASDAQ,DYAX,2007-12-14,3.72,3.84,3.62,3.74,92700,3.74
NASDAQ,DYAX,2007-12-13,3.86,3.91,3.67,3.75,103300,3.75
NASDAQ,DYAX,2007-12-12,3.97,4.04,3.82,3.89,50300,3.89
NASDAQ,DYAX,2007-12-11,3.97,4.02,3.88,3.90,36100,3.90
NASDAQ,DYAX,2007-12-10,4.05,4.05,3.86,3.94,73000,3.94
NASDAQ,DYAX,2007-12-07,4.19,4.19,4.01,4.06,66300,4.06
NASDAQ,DYAX,2007-12-06,3.92,4.18,3.92,4.18,167900,4.18
NASDAQ,DYAX,2007-12-05,3.76,3.99,3.76,3.95,83400,3.95
NASDAQ,DYAX,2007-12-04,3.90,3.90,3.74,3.79,58800,3.79
NASDAQ,DYAX,2007-12-03,3.87,3.94,3.69,3.89,97900,3.89
NASDAQ,DYAX,2007-11-30,3.96,4.00,3.77,3.80,108700,3.80
NASDAQ,DYAX,2007-11-29,3.70,3.99,3.69,3.99,171800,3.99
NASDAQ,DYAX,2007-11-28,3.59,3.71,3.46,3.69,259100,3.69
NASDAQ,DYAX,2007-11-27,3.70,3.83,3.50,3.56,195800,3.56
NASDAQ,DYAX,2007-11-26,3.56,3.76,3.54,3.76,113300,3.76
NASDAQ,DYAX,2007-11-23,3.60,3.60,3.50,3.53,32700,3.53
NASDAQ,DYAX,2007-11-21,3.70,3.85,3.51,3.54,170200,3.54
NASDAQ,DYAX,2007-11-20,3.80,3.88,3.63,3.70,153600,3.70
NASDAQ,DYAX,2007-11-19,3.93,4.00,3.81,3.85,119600,3.85
NASDAQ,DYAX,2007-11-16,3.93,4.06,3.90,3.96,179200,3.96
NASDAQ,DYAX,2007-11-15,3.90,4.11,3.90,3.90,31200,3.90
NASDAQ,DYAX,2007-11-14,3.87,4.17,3.87,4.04,74400,4.04
NASDAQ,DYAX,2007-11-13,3.82,4.04,3.78,3.90,76700,3.90
NASDAQ,DYAX,2007-11-12,4.06,4.14,3.81,3.82,112500,3.82
NASDAQ,DYAX,2007-11-09,3.98,4.09,3.85,4.09,164600,4.09
NASDAQ,DYAX,2007-11-08,4.12,4.13,3.88,4.00,150200,4.00
NASDAQ,DYAX,2007-11-07,4.20,4.20,3.93,3.96,93000,3.96
NASDAQ,DYAX,2007-11-06,4.19,4.34,4.02,4.21,125100,4.21
NASDAQ,DYAX,2007-11-05,4.36,4.40,4.18,4.21,121500,4.21
NASDAQ,DYAX,2007-11-02,4.22,4.43,4.07,4.33,91700,4.33
NASDAQ,DYAX,2007-11-01,4.33,4.35,4.15,4.19,83500,4.19
NASDAQ,DYAX,2007-10-31,4.34,4.56,4.24,4.31,102300,4.31
NASDAQ,DYAX,2007-10-30,4.59,4.59,4.34,4.37,94400,4.37
NASDAQ,DYAX,2007-10-29,4.50,4.64,4.42,4.56,215600,4.56
NASDAQ,DYAX,2007-10-26,4.20,4.50,4.19,4.47,265200,4.47
NASDAQ,DYAX,2007-10-25,4.00,4.26,3.85,4.23,145200,4.23
NASDAQ,DYAX,2007-10-24,3.91,4.00,3.67,4.00,198700,4.00
NASDAQ,DYAX,2007-10-23,3.94,4.09,3.93,4.03,80300,4.03
NASDAQ,DYAX,2007-10-22,4.20,4.20,4.00,4.04,125100,4.04
NASDAQ,DYAX,2007-10-19,4.27,4.37,4.20,4.22,90200,4.22
NASDAQ,DYAX,2007-10-18,4.38,4.44,4.25,4.30,163800,4.30
NASDAQ,DYAX,2007-10-17,4.34,4.40,4.22,4.34,52200,4.34
NASDAQ,DYAX,2007-10-16,4.27,4.38,4.14,4.36,101100,4.36
NASDAQ,DYAX,2007-10-15,4.38,4.49,4.23,4.31,64300,4.31
NASDAQ,DYAX,2007-10-12,4.27,4.40,4.21,4.35,70700,4.35
NASDAQ,DYAX,2007-10-11,4.32,4.50,4.24,4.24,290800,4.24
NASDAQ,DYAX,2007-10-10,4.20,4.30,4.13,4.29,133500,4.29
NASDAQ,DYAX,2007-10-09,4.00,4.24,4.00,4.20,198600,4.20
NASDAQ,DYAX,2007-10-08,3.85,4.05,3.83,3.97,126100,3.97
NASDAQ,DYAX,2007-10-05,3.76,3.88,3.72,3.87,119200,3.87
NASDAQ,DYAX,2007-10-04,3.87,3.92,3.71,3.73,207400,3.73
NASDAQ,DYAX,2007-10-03,3.60,3.83,3.58,3.74,174000,3.74
NASDAQ,DYAX,2007-10-02,3.50,3.57,3.47,3.51,37600,3.51
NASDAQ,DYAX,2007-10-01,3.57,3.59,3.42,3.51,98600,3.51
NASDAQ,DYAX,2007-09-28,3.55,3.71,3.51,3.60,102900,3.60
NASDAQ,DYAX,2007-09-27,3.55,3.58,3.52,3.58,70200,3.58
NASDAQ,DYAX,2007-09-26,3.62,3.64,3.47,3.52,211300,3.52
NASDAQ,DYAX,2007-09-25,3.71,3.76,3.60,3.65,160200,3.65
NASDAQ,DYAX,2007-09-24,3.76,3.84,3.70,3.74,137600,3.74
NASDAQ,DYAX,2007-09-21,3.80,3.85,3.75,3.75,164200,3.75
NASDAQ,DYAX,2007-09-20,3.82,3.90,3.80,3.83,127800,3.83
NASDAQ,DYAX,2007-09-19,3.86,3.90,3.77,3.85,293300,3.85
NASDAQ,DYAX,2007-09-18,3.94,3.99,3.70,3.88,492200,3.88
NASDAQ,DYAX,2007-09-17,3.97,4.00,3.88,3.96,115100,3.96
NASDAQ,DYAX,2007-09-14,3.88,3.99,3.83,3.97,304500,3.97
NASDAQ,DYAX,2007-09-13,4.00,4.00,3.85,3.89,86100,3.89
NASDAQ,DYAX,2007-09-12,3.96,4.00,3.90,3.98,72000,3.98
NASDAQ,DYAX,2007-09-11,3.98,4.01,3.92,3.96,83300,3.96
NASDAQ,DYAX,2007-09-10,3.96,4.02,3.92,3.95,82600,3.95
NASDAQ,DYAX,2007-09-07,4.00,4.02,3.92,3.93,64000,3.93
NASDAQ,DYAX,2007-09-06,3.95,4.09,3.90,4.03,100400,4.03
NASDAQ,DYAX,2007-09-05,4.07,4.15,3.89,3.94,194400,3.94
NASDAQ,DYAX,2007-09-04,3.86,4.00,3.86,3.99,92100,3.99
NASDAQ,DYAX,2007-08-31,3.94,3.95,3.85,3.89,85800,3.89
NASDAQ,DYAX,2007-08-30,3.95,4.00,3.85,3.90,132300,3.90
NASDAQ,DYAX,2007-08-29,3.98,4.08,3.91,3.95,87000,3.95
NASDAQ,DYAX,2007-08-28,4.02,4.09,3.95,3.99,72200,3.99
NASDAQ,DYAX,2007-08-27,4.00,4.11,3.99,4.06,64200,4.06
NASDAQ,DYAX,2007-08-24,4.11,4.11,3.96,4.03,69900,4.03
NASDAQ,DYAX,2007-08-23,4.05,4.16,4.03,4.13,69000,4.13
NASDAQ,DYAX,2007-08-22,4.04,4.17,4.04,4.07,81100,4.07
NASDAQ,DYAX,2007-08-21,3.95,4.04,3.89,4.00,78700,4.00
NASDAQ,DYAX,2007-08-20,3.92,3.96,3.80,3.96,115200,3.96
NASDAQ,DYAX,2007-08-17,3.99,4.09,3.81,3.88,558800,3.88
NASDAQ,DYAX,2007-08-16,4.03,4.10,3.87,4.02,177300,4.02
NASDAQ,DYAX,2007-08-15,3.92,4.27,3.89,4.06,128200,4.06
NASDAQ,DYAX,2007-08-14,3.95,3.97,3.88,3.95,87200,3.95
NASDAQ,DYAX,2007-08-13,4.15,4.19,3.88,3.91,192700,3.91
NASDAQ,DYAX,2007-08-10,4.44,4.54,4.13,4.19,365600,4.19
NASDAQ,DYAX,2007-08-09,3.95,4.50,3.85,4.50,584000,4.50
NASDAQ,DYAX,2007-08-08,3.50,4.11,3.50,3.97,391400,3.97
NASDAQ,DYAX,2007-08-07,3.71,3.71,3.48,3.51,342500,3.51
NASDAQ,DYAX,2007-08-06,3.69,3.72,3.43,3.71,360400,3.71
NASDAQ,DYAX,2007-08-03,3.73,3.87,3.68,3.71,96500,3.71
NASDAQ,DYAX,2007-08-02,3.70,3.89,3.70,3.76,72000,3.76
NASDAQ,DYAX,2007-08-01,3.91,3.91,3.70,3.74,131000,3.74
NASDAQ,DYAX,2007-07-31,3.80,3.98,3.79,3.88,247800,3.88
NASDAQ,DYAX,2007-07-30,3.74,3.83,3.67,3.72,230300,3.72
NASDAQ,DYAX,2007-07-27,3.84,3.87,3.67,3.77,193900,3.77
NASDAQ,DYAX,2007-07-26,3.71,3.87,3.61,3.87,297300,3.87
NASDAQ,DYAX,2007-07-25,3.82,3.82,3.70,3.78,583000,3.78
NASDAQ,DYAX,2007-07-24,3.75,3.91,3.71,3.88,332500,3.88
NASDAQ,DYAX,2007-07-23,3.76,3.87,3.70,3.75,318700,3.75
NASDAQ,DYAX,2007-07-20,3.91,3.91,3.78,3.78,213000,3.78
NASDAQ,DYAX,2007-07-19,3.90,3.96,3.83,3.91,159200,3.91
NASDAQ,DYAX,2007-07-18,4.00,4.00,3.78,3.92,497100,3.92
NASDAQ,DYAX,2007-07-17,4.02,4.11,3.98,4.05,296600,4.05
NASDAQ,DYAX,2007-07-16,4.07,4.11,3.90,4.00,332700,4.00
NASDAQ,DYAX,2007-07-13,3.88,4.13,3.85,4.10,1801200,4.10
NASDAQ,DYAX,2007-07-12,3.72,3.83,3.61,3.67,276700,3.67
NASDAQ,DYAX,2007-07-11,3.95,3.95,3.71,3.74,194700,3.74
NASDAQ,DYAX,2007-07-10,3.80,3.96,3.80,3.95,229200,3.95
NASDAQ,DYAX,2007-07-09,4.10,4.12,3.80,3.80,465500,3.80
NASDAQ,DYAX,2007-07-06,4.16,4.24,4.12,4.19,118700,4.19
NASDAQ,DYAX,2007-07-05,4.29,4.29,4.14,4.18,134700,4.18
NASDAQ,DYAX,2007-07-03,4.20,4.30,4.17,4.21,60700,4.21
NASDAQ,DYAX,2007-07-02,4.17,4.31,4.17,4.20,157800,4.20
NASDAQ,DYAX,2007-06-29,4.17,4.27,4.12,4.19,214900,4.19
NASDAQ,DYAX,2007-06-28,4.31,4.40,4.17,4.20,139300,4.20
NASDAQ,DYAX,2007-06-27,4.16,4.36,4.14,4.34,126700,4.34
NASDAQ,DYAX,2007-06-26,4.28,4.34,4.15,4.20,211600,4.20
NASDAQ,DYAX,2007-06-25,4.27,4.38,4.26,4.28,123400,4.28
NASDAQ,DYAX,2007-06-22,4.45,4.46,4.29,4.30,186700,4.30
NASDAQ,DYAX,2007-06-21,4.38,4.48,4.33,4.46,199900,4.46
NASDAQ,DYAX,2007-06-20,4.47,4.60,4.28,4.35,274400,4.35
NASDAQ,DYAX,2007-06-19,4.49,4.69,4.44,4.50,309100,4.50
NASDAQ,DYAX,2007-06-18,4.63,4.63,4.42,4.46,195600,4.46
NASDAQ,DYAX,2007-06-15,4.55,4.68,4.50,4.64,137300,4.64
NASDAQ,DYAX,2007-06-14,4.36,4.60,4.36,4.55,125400,4.55
NASDAQ,DYAX,2007-06-13,4.53,4.63,4.39,4.39,245000,4.39
NASDAQ,DYAX,2007-06-12,4.69,4.72,4.47,4.49,247300,4.49
NASDAQ,DYAX,2007-06-11,4.34,4.68,4.34,4.65,298000,4.65
NASDAQ,DYAX,2007-06-08,4.56,4.56,4.26,4.33,240700,4.33
NASDAQ,DYAX,2007-06-07,4.56,4.72,4.46,4.53,228600,4.53
NASDAQ,DYAX,2007-06-06,4.55,4.65,4.38,4.65,257900,4.65
NASDAQ,DYAX,2007-06-05,4.60,4.66,4.52,4.60,114800,4.60
NASDAQ,DYAX,2007-06-04,4.78,4.84,4.50,4.64,329500,4.64
NASDAQ,DYAX,2007-06-01,4.59,4.75,4.59,4.74,347100,4.74
NASDAQ,DYAX,2007-05-31,4.33,4.75,4.32,4.59,674000,4.59
NASDAQ,DYAX,2007-05-30,4.25,4.29,4.20,4.29,219900,4.29
NASDAQ,DYAX,2007-05-29,4.33,4.33,4.23,4.24,167300,4.24
NASDAQ,DYAX,2007-05-25,4.33,4.35,4.27,4.29,97900,4.29
NASDAQ,DYAX,2007-05-24,4.35,4.37,4.28,4.34,122400,4.34
NASDAQ,DYAX,2007-05-23,4.36,4.37,4.27,4.32,156100,4.32
NASDAQ,DYAX,2007-05-22,4.35,4.40,4.25,4.33,231200,4.33
NASDAQ,DYAX,2007-05-21,4.42,4.42,4.26,4.26,220900,4.26
NASDAQ,DYAX,2007-05-18,4.42,4.51,4.38,4.45,215200,4.45
NASDAQ,DYAX,2007-05-17,4.44,4.47,4.39,4.44,141000,4.44
NASDAQ,DYAX,2007-05-16,4.47,4.51,4.37,4.48,232500,4.48
NASDAQ,DYAX,2007-05-15,4.26,4.51,4.25,4.49,418800,4.49
NASDAQ,DYAX,2007-05-14,4.19,4.34,4.19,4.29,169100,4.29
NASDAQ,DYAX,2007-05-11,4.34,4.43,4.23,4.28,234700,4.28
NASDAQ,DYAX,2007-05-10,4.52,4.52,4.20,4.30,598400,4.30
NASDAQ,DYAX,2007-05-09,4.66,4.66,4.43,4.51,496600,4.51
NASDAQ,DYAX,2007-05-08,4.80,4.80,4.65,4.71,340100,4.71
NASDAQ,DYAX,2007-05-07,4.60,4.87,4.56,4.79,975500,4.79
NASDAQ,DYAX,2007-05-04,4.39,4.72,4.37,4.63,671100,4.63
NASDAQ,DYAX,2007-05-03,4.60,4.71,4.50,4.67,486800,4.67
NASDAQ,DYAX,2007-05-02,4.51,4.61,4.47,4.56,392800,4.56
NASDAQ,DYAX,2007-05-01,4.57,4.59,4.32,4.49,558900,4.49
NASDAQ,DYAX,2007-04-30,4.70,4.79,4.55,4.60,828300,4.60
NASDAQ,DYAX,2007-04-27,4.48,4.74,4.43,4.70,894700,4.70
NASDAQ,DYAX,2007-04-26,4.63,4.76,4.49,4.52,1126000,4.52
NASDAQ,DYAX,2007-04-25,4.73,4.91,4.65,4.72,1304600,4.72
NASDAQ,DYAX,2007-04-24,5.08,5.15,4.85,4.91,1393100,4.91
NASDAQ,DYAX,2007-04-23,4.95,5.24,4.95,5.08,1649000,5.08
NASDAQ,DYAX,2007-04-20,5.00,5.05,4.81,4.95,1383000,4.95
NASDAQ,DYAX,2007-04-19,4.95,5.15,4.90,4.98,1907500,4.98
NASDAQ,DYAX,2007-04-18,5.27,5.43,5.03,5.08,3102400,5.08
NASDAQ,DYAX,2007-04-17,5.60,5.83,5.25,5.35,4306400,5.35
NASDAQ,DYAX,2007-04-16,6.19,6.23,5.38,5.65,9529300,5.65
NASDAQ,DYAX,2007-04-13,6.20,6.95,5.76,5.97,46689500,5.97
NASDAQ,DYAX,2007-04-12,4.02,4.12,3.96,4.00,1421600,4.00
NASDAQ,DYAX,2007-04-11,4.18,4.24,3.95,4.00,328700,4.00
NASDAQ,DYAX,2007-04-10,4.32,4.47,4.15,4.18,260200,4.18
NASDAQ,DYAX,2007-04-09,4.40,4.44,4.25,4.35,144500,4.35
NASDAQ,DYAX,2007-04-05,4.25,4.50,4.25,4.37,177500,4.37
NASDAQ,DYAX,2007-04-04,4.36,4.36,4.23,4.27,92100,4.27
NASDAQ,DYAX,2007-04-03,4.25,4.35,4.19,4.31,230600,4.31
NASDAQ,DYAX,2007-04-02,4.09,4.22,4.04,4.16,126200,4.16
NASDAQ,DYAX,2007-03-30,4.03,4.13,3.86,4.12,152300,4.12
NASDAQ,DYAX,2007-03-29,3.98,4.03,3.92,4.00,262400,4.00
NASDAQ,DYAX,2007-03-28,3.95,4.08,3.80,3.95,246000,3.95
NASDAQ,DYAX,2007-03-27,4.02,4.14,3.95,3.96,295100,3.96
NASDAQ,DYAX,2007-03-26,3.95,4.05,3.91,4.05,124300,4.05
NASDAQ,DYAX,2007-03-23,3.85,3.95,3.75,3.92,107300,3.92
NASDAQ,DYAX,2007-03-22,3.75,3.94,3.70,3.89,212000,3.89
NASDAQ,DYAX,2007-03-21,3.47,3.71,3.44,3.68,76800,3.68
NASDAQ,DYAX,2007-03-20,3.60,3.60,3.50,3.51,75500,3.51
NASDAQ,DYAX,2007-03-19,3.53,3.66,3.37,3.58,92000,3.58
NASDAQ,DYAX,2007-03-16,3.63,3.72,3.50,3.54,113200,3.54
NASDAQ,DYAX,2007-03-15,3.56,3.74,3.56,3.60,141300,3.60
NASDAQ,DYAX,2007-03-14,3.79,3.80,3.34,3.51,380200,3.51
NASDAQ,DYAX,2007-03-13,4.11,4.11,3.79,3.82,110200,3.82
NASDAQ,DYAX,2007-03-12,4.05,4.05,3.86,4.01,149600,4.01
NASDAQ,DYAX,2007-03-09,3.79,4.05,3.72,4.02,215700,4.02
NASDAQ,DYAX,2007-03-08,3.81,3.90,3.75,3.79,281200,3.79
NASDAQ,DYAX,2007-03-07,3.58,3.78,3.51,3.78,182000,3.78
NASDAQ,DYAX,2007-03-06,3.55,3.60,3.50,3.55,109100,3.55
NASDAQ,DYAX,2007-03-05,3.55,3.60,3.50,3.58,130800,3.58
NASDAQ,DYAX,2007-03-02,3.61,3.73,3.53,3.58,202400,3.58
NASDAQ,DYAX,2007-03-01,3.81,3.84,3.55,3.58,310200,3.58
NASDAQ,DYAX,2007-02-28,3.71,4.00,3.71,3.84,254800,3.84
NASDAQ,DYAX,2007-02-27,3.66,4.04,3.59,3.70,302500,3.70
NASDAQ,DYAX,2007-02-26,3.81,3.86,3.25,3.75,242500,3.75
NASDAQ,DYAX,2007-02-23,3.66,3.95,3.58,3.84,420500,3.84
NASDAQ,DYAX,2007-02-22,3.80,4.13,3.63,3.65,396400,3.65
NASDAQ,DYAX,2007-02-21,3.60,4.33,3.27,4.25,1367000,4.25
